clotrimazole,9606.ensp00000301141
ibuprofen,9606.ensp00000003084
vitamin e,9606.ensp00000408695
mibefradil,9606.ensp00000353820
atropine,9606.ensp00000359285
amoxapine,9606.ensp00000316244
barbital,9606.ensp00000359337
caffeine,9606.ensp00000478255
acetaminophen,9606.ensp00000381607
basiliximab,9606.ensp00000385035
zolpidem,9606.ensp00000393097
tolbutamide,9606.ensp00000260682
immune globulin human,9606.ensp00000245907
mefloquine,9606.ensp00000251595
topiramate,9606.ensp00000308725
phenytoin,9606.ensp00000336528
cetuximab,9606.ensp00000271450
halothane,9606.ensp00000393097
ethanol,9606.ensp00000407546
quinine,9606.ensp00000355920
flurazepam,9606.ensp00000386029
verapamil,9606.ensp00000285979
hydroflumethiazide,9606.ensp00000286628
ergoloid mesylate,9606.ensp00000289753
olanzapine,9606.ensp00000304845
muromonab,9606.ensp00000356946
sunitinib,9606.ensp00000263923
spironolactone,9606.ensp00000301050
nitrazepam,9606.ensp00000264318
pantoprazole,9606.ensp00000262623
clarithromycin,9606.ensp00000256958
tositumomab,9606.ensp00000438615
mifepristone,9606.ensp00000231509
glyburide,9606.ensp00000295897
selegiline,9606.ensp00000301141
urokinase,9606.ensp00000223095
ergoloid mesylate,9606.ensp00000368766
salicylic acid,9606.ensp00000337335
arachidonic acid,9606.ensp00000295897
methadone,9606.ensp00000360317
ranitidine,9606.ensp00000222982
ursodeoxycholic acid,9606.ensp00000216540
genistein,9606.ensp00000337915
methoxyflurane,9606.ensp00000274545
cimetidine,9606.ensp00000245407
barbituric acid derivative,9606.ensp00000274545
ketoconazole,9606.ensp00000221700
adinazolam,9606.ensp00000295454
phenylpropanolamine,9606.ensp00000305372
pentobarbital,9606.ensp00000407546
aripiprazole,9606.ensp00000306662
isoflurane,9606.ensp00000428994
meclofenamic acid,9606.ensp00000354612
ouabain,9606.ensp00000261196
paclitaxel,9606.ensp00000480571
pioglitazone,9606.ensp00000367309
glutethimide,9606.ensp00000274547
dextromethorphan,9606.ensp00000385026
lovastatin,9606.ensp00000430432
ranolazine,9606.ensp00000266376
carvedilol,9606.ensp00000353820
ofloxacin,9606.ensp00000263817
trimethoprim,9606.ensp00000337915
quinine,9606.ensp00000478255
etodolac,9606.ensp00000356438
trimipramine,9606.ensp00000280155
benzatropine,9606.ensp00000270349
metharbital,9606.ensp00000359353
clotrimazole,9606.ensp00000336528
metoclopramide,9606.ensp00000306490
amoxapine,9606.ensp00000295452
talbutal,9606.ensp00000308725
voriconazole,9606.ensp00000003100
amiloride,9606.ensp00000361850
varenicline,9606.ensp00000357461
phenobarbital,9606.ensp00000311095
methotrexate,9606.ensp00000366084
etomidate,9606.ensp00000264318
erythromycin,9606.ensp00000305974
dexamethasone,9606.ensp00000478561
butalbital,9606.ensp00000274545
estramustine,9606.ensp00000478255
salicylic acid,9606.ensp00000361666
diflunisal,9606.ensp00000354612
theophylline,9606.ensp00000356205
diphenhydramine,9606.ensp00000360372
olanzapine,9606.ensp00000372750
sumatriptan,9606.ensp00000478255
nefazodone,9606.ensp00000219833
sulfasalazine,9606.ensp00000354612
alprazolam,9606.ensp00000421828
propranolol,9606.ensp00000337915
apomorphine,9606.ensp00000276198
clobazam,9606.ensp00000274547
cisplatin,9606.ensp00000385834
tenecteplase,9606.ensp00000243077
methotrexate,9606.ensp00000363832
talbutal,9606.ensp00000274547
clenbuterol,9606.ensp00000343782
nitrazepam,9606.ensp00000430100
zonisamide,9606.ensp00000430656
quinidine,9606.ensp00000368766
cladribine,9606.ensp00000354532
bromazepam,9606.ensp00000359337
clonidine,9606.ensp00000337915
tramadol,9606.ensp00000394624
meperidine,9606.ensp00000219833
magnesium sulfate,9606.ensp00000377840
chlorpromazine,9606.ensp00000354859
bepridil,9606.ensp00000262186
pancuronium,9606.ensp00000355920
progesterone,9606.ensp00000231509
etanercept,9606.ensp00000356946
mifepristone,9606.ensp00000337915
quinine,9606.ensp00000353820
meprobamate,9606.ensp00000295454
atropine,9606.ensp00000411593
olanzapine,9606.ensp00000306490
trimipramine,9606.ensp00000354859
norepinephrine,9606.ensp00000368766
dextromethorphan,9606.ensp00000440689
clorazepic acid,9606.ensp00000379563
imatinib,9606.ensp00000361423
lindane,9606.ensp00000405330
testosterone,9606.ensp00000337335
levodopa,9606.ensp00000354859
ivermectin,9606.ensp00000261196
alprazolam,9606.ensp00000410732
diclofenac,9606.ensp00000263817
benzthiazide,9606.ensp00000300900
fluvastatin,9606.ensp00000261196
desipramine,9606.ensp00000306662
dinoprostone,9606.ensp00000367102
fluvastatin,9606.ensp00000260682
benzylpenicillin,9606.ensp00000337335
daclizumab,9606.ensp00000271450
estrone,9606.ensp00000256958
yohimbine,9606.ensp00000358963
verapamil,9606.ensp00000324648
etodolac,9606.ensp00000418532
dasatinib,9606.ensp00000261799
lindane,9606.ensp00000412673
levodopa,9606.ensp00000176183
bumetanide,9606.ensp00000216540
nicotine,9606.ensp00000260682
zidovudine,9606.ensp00000304845
mmda,9606.ensp00000340684
atorvastatin,9606.ensp00000287936
etomidate,9606.ensp00000367848
tamoxifen,9606.ensp00000478255
diazepam,9606.ensp00000367848
natalizumab,9606.ensp00000433642
lamotrigine,9606.ensp00000372750
meperidine,9606.ensp00000394624
4-methoxyamphetamine,9606.ensp00000261707
isoflurane,9606.ensp00000308725
ethanol,9606.ensp00000260191
buspirone,9606.ensp00000478255
sorafenib,9606.ensp00000261799
melatonin,9606.ensp00000260682
ketoprofen,9606.ensp00000260682
levomenthol,9606.ensp00000365441
domperidone,9606.ensp00000342007
fenofibrate,9606.ensp00000310928
bromocriptine,9606.ensp00000386069
ephedra sinica root,9606.ensp00000358301
arsenic trioxide,9606.ensp00000362649
risperidone,9606.ensp00000478255
cimetidine,9606.ensp00000260682
atorvastatin,9606.ensp00000242057
ranitidine,9606.ensp00000337335
ranolazine,9606.ensp00000368766
calcium,9606.ensp00000264613
ropinirole,9606.ensp00000386069
ephedra sinica root,9606.ensp00000386069
salicylic acid,9606.ensp00000370254
paclitaxel,9606.ensp00000237612
hydrocortisone,9606.ensp00000305974
yohimbine,9606.ensp00000376432
terbinafine,9606.ensp00000265896
propafenone,9606.ensp00000478255
apomorphine,9606.ensp00000386069
nicardipine,9606.ensp00000255380
diazepam,9606.ensp00000308725
dexamethasone,9606.ensp00000353820
terfenadine,9606.ensp00000360317
naproxen,9606.ensp00000305974
risperidone,9606.ensp00000354859
topiramate,9606.ensp00000430656
cabergoline,9606.ensp00000276198
flunitrazepam,9606.ensp00000274545
methotrexate,9606.ensp00000361666
terfenadine,9606.ensp00000263817
ephedra sinica root,9606.ensp00000270349
cladribine,9606.ensp00000237612
cinnarizine,9606.ensp00000409378
risperidone,9606.ensp00000337949
ziprasidone,9606.ensp00000255380
diclofenac,9606.ensp00000337335
digitoxin,9606.ensp00000305974
adinazolam,9606.ensp00000359337
lorazepam,9606.ensp00000367848
amitriptyline,9606.ensp00000260682
cabergoline,9606.ensp00000306662
promethazine,9606.ensp00000306490
adapalene,9606.ensp00000254066
metoclopramide,9606.ensp00000303211
etomidate,9606.ensp00000274547
imipramine,9606.ensp00000255380
digoxin,9606.ensp00000261196
desipramine,9606.ensp00000480573
secobarbital,9606.ensp00000274545
brompheniramine,9606.ensp00000380247
yohimbine,9606.ensp00000363748
diclofenac,9606.ensp00000324648
benzquinamide,9606.ensp00000372750
glutethimide,9606.ensp00000335592
ropinirole,9606.ensp00000368766
palivizumab,9606.ensp00000358165
efalizumab,9606.ensp00000349252
fluorouracil,9606.ensp00000285238
ketamine,9606.ensp00000372750
melatonin,9606.ensp00000369822
ethoxzolamide,9606.ensp00000300900
dexamethasone,9606.ensp00000222982
tretinoin,9606.ensp00000332296
benzthiazide,9606.ensp00000430656
fluorouracil,9606.ensp00000260682
metoclopramide,9606.ensp00000354859
benzphetamine,9606.ensp00000368766
etomidate,9606.ensp00000421828
phenoxybenzamine,9606.ensp00000368766
loxapine,9606.ensp00000270349
pentobarbital,9606.ensp00000359285
albendazole,9606.ensp00000478255
dinoprost tromethamine,9606.ensp00000291294
tetracycline,9606.ensp00000337335
lidocaine,9606.ensp00000301141
methotrexate,9606.ensp00000337335
temazepam,9606.ensp00000359337
flurbiprofen,9606.ensp00000366084
amobarbital,9606.ensp00000393097
insulin human,9606.ensp00000303830
l-alanine,9606.ensp00000378408
diclofenac,9606.ensp00000301891
diethylstilbestrol,9606.ensp00000337915
phenytoin,9606.ensp00000353820
topotecan,9606.ensp00000354522
bumetanide,9606.ensp00000379822
alpha-linolenic acid,9606.ensp00000447149
nitrazepam,9606.ensp00000274547
l-citrulline,9606.ensp00000361471
clozapine,9606.ensp00000280155
haloperidol,9606.ensp00000480571
tamoxifen,9606.ensp00000363822
phentermine,9606.ensp00000340684
muromonab,9606.ensp00000433642
disopyramide,9606.ensp00000394936
domperidone,9606.ensp00000337915
ethoxzolamide,9606.ensp00000285379
fenoldopam,9606.ensp00000280155
haloperidol,9606.ensp00000346768
tiotropium,9606.ensp00000306490
vinblastine,9606.ensp00000301071
fentanyl,9606.ensp00000222982
remoxipride,9606.ensp00000176183
hydrocortisone,9606.ensp00000360317
diclofenac,9606.ensp00000342007
vinblastine,9606.ensp00000256958
chlorphenamine,9606.ensp00000270349
tolbutamide,9606.ensp00000360372
diazoxide,9606.ensp00000345708
fluorouracil,9606.ensp00000359211
nicardipine,9606.ensp00000399745
chlordiazepoxide,9606.ensp00000367848
reserpine,9606.ensp00000355920
gemtuzumab ozogamicin,9606.ensp00000363773
furosemide,9606.ensp00000311291
docetaxel,9606.ensp00000222982
genistein,9606.ensp00000399968
phenytoin,9606.ensp00000285979
lindane,9606.ensp00000336528
clobazam,9606.ensp00000478255
lindane,9606.ensp00000264428
amphetamine,9606.ensp00000275300
enflurane,9606.ensp00000262888
vincristine,9606.ensp00000256958
ibutilide,9606.ensp00000262186
methoxyflurane,9606.ensp00000430100
paliperidone,9606.ensp00000280155
promazine,9606.ensp00000255380
carvedilol,9606.ensp00000280155
flurazepam,9606.ensp00000295452
fluphenazine,9606.ensp00000440689
montelukast,9606.ensp00000289575
nicardipine,9606.ensp00000372750
mirtazapine,9606.ensp00000276198
methotrexate,9606.ensp00000309741
antipyrine,9606.ensp00000260682
loxapine,9606.ensp00000380247
triazolam,9606.ensp00000412673
chlordiazepoxide,9606.ensp00000335592
quetiapine,9606.ensp00000368766
nimodipine,9606.ensp00000301050
topiramate,9606.ensp00000410732
ergotamine,9606.ensp00000480573
ranolazine,9606.ensp00000438949
diazepam,9606.ensp00000360372
temazepam,9606.ensp00000386029
amitriptyline,9606.ensp00000409378
triflupromazine,9606.ensp00000354859
clopidogrel,9606.ensp00000260682
ketamine,9606.ensp00000360317
nadh,9606.ensp00000396308
maprotiline,9606.ensp00000337949
quinidine,9606.ensp00000369050
doxorubicin,9606.ensp00000419970
barbital,9606.ensp00000421828
clonazepam,9606.ensp00000274547
amobarbital,9606.ensp00000335592
telmisartan,9606.ensp00000419422
methoxyflurane,9606.ensp00000264318
lovastatin,9606.ensp00000256958
olopatadine,9606.ensp00000357697
testosterone,9606.ensp00000216540
pentobarbital,9606.ensp00000430100
phenylpropanolamine,9606.ensp00000386069
glutathione,9606.ensp00000362463
trastuzumab,9606.ensp00000269571
glutathione,9606.ensp00000335620
ketoconazole,9606.ensp00000369050
colchicine,9606.ensp00000324648
docetaxel,9606.ensp00000336528
spermine,9606.ensp00000420194
amiodarone,9606.ensp00000337915
cefazolin,9606.ensp00000366084
propofol,9606.ensp00000295454
ergoloid mesylate,9606.ensp00000377353
sunitinib,9606.ensp00000478255
ibritumomab tiuxetan,9606.ensp00000438615
ibritumomab tiuxetan,9606.ensp00000363770
formoterol,9606.ensp00000305372
levonorgestrel,9606.ensp00000274192
etretinate,9606.ensp00000254066
urokinase,9606.ensp00000339328
estradiol,9606.ensp00000355930
vinblastine,9606.ensp00000337915
clozapine,9606.ensp00000256906
trimipramine,9606.ensp00000347754
clenbuterol,9606.ensp00000359663
acetazolamide,9606.ensp00000367102
hexobarbital,9606.ensp00000407546
paclitaxel,9606.ensp00000217133
clonidine,9606.ensp00000353820
phenytoin,9606.ensp00000346768
propafenone,9606.ensp00000410257
olanzapine,9606.ensp00000307766
quetiapine,9606.ensp00000306662
bendroflumethiazide,9606.ensp00000285379
thalidomide,9606.ensp00000359663
amoxapine,9606.ensp00000264318
halazepam,9606.ensp00000274545
atp,9606.ensp00000478255
ursodeoxycholic acid,9606.ensp00000359478
bendroflumethiazide,9606.ensp00000300900
hydrocortisone,9606.ensp00000366109
clozapine,9606.ensp00000480573
isradipine,9606.ensp00000266376
bromocriptine,9606.ensp00000358963
sorafenib,9606.ensp00000337915
picrotoxin,9606.ensp00000393097
duloxetine,9606.ensp00000270349
fenoldopam,9606.ensp00000377353
palivizumab,9606.ensp00000351497
darifenacin,9606.ensp00000306490
propofol,9606.ensp00000396320
meprobamate,9606.ensp00000274547
amoxapine,9606.ensp00000289753
temazepam,9606.ensp00000274547
oxazepam,9606.ensp00000359337
glyburide,9606.ensp00000305974
amitriptyline,9606.ensp00000372750
methionine,9606.ensp00000365777
chlorpromazine,9606.ensp00000316244
amobarbital,9606.ensp00000421828
carbamazepine,9606.ensp00000480571
valproic acid,9606.ensp00000385523
almotriptan,9606.ensp00000363748
prazosin,9606.ensp00000280155
verapamil,9606.ensp00000261707
isoflurane,9606.ensp00000335592
gemcitabine,9606.ensp00000478255
loratadine,9606.ensp00000380247
norepinephrine,9606.ensp00000245407
lamotrigine,9606.ensp00000358301
zolmitriptan,9606.ensp00000316244
flutamide,9606.ensp00000363822
penbutolol,9606.ensp00000316244
nadh,9606.ensp00000466799
barbituric acid derivative,9606.ensp00000359285
acetylsalicylic acid,9606.ensp00000354612
ciprofloxacin,9606.ensp00000222982
lovastatin,9606.ensp00000263817
darifenacin,9606.ensp00000372750
mexiletine,9606.ensp00000410257
etomidate,9606.ensp00000335592
loxapine,9606.ensp00000358301
metharbital,9606.ensp00000274545
dextropropoxyphene,9606.ensp00000353720
cimetidine,9606.ensp00000270570
olanzapine,9606.ensp00000276198
eszopiclone,9606.ensp00000393097
dextromethorphan,9606.ensp00000261751
tetrahydrofolic acid,9606.ensp00000236959
cyproheptadine,9606.ensp00000399745
clotrimazole,9606.ensp00000360317
metharbital,9606.ensp00000359337
methadone,9606.ensp00000353820
clozapine,9606.ensp00000260682
olanzapine,9606.ensp00000343782
propofol,9606.ensp00000274547
scopolamine,9606.ensp00000409378
menadione,9606.ensp00000369822
spironolactone,9606.ensp00000360317
erlotinib,9606.ensp00000336528
felodipine,9606.ensp00000337915
vitamin e,9606.ensp00000215812
clorazepic acid,9606.ensp00000430100
carvedilol,9606.ensp00000304845
rosiglitazone,9606.ensp00000256958
cyproheptadine,9606.ensp00000437737
cinnarizine,9606.ensp00000399745
loxapine,9606.ensp00000255380
amphetamine,9606.ensp00000245407
yohimbine,9606.ensp00000437737
triflupromazine,9606.ensp00000399745
tamoxifen,9606.ensp00000369050
thiamylal,9606.ensp00000393097
diazepam,9606.ensp00000264318
tiotropium,9606.ensp00000255380
naproxen,9606.ensp00000342007
terfenadine,9606.ensp00000399745
levodopa,9606.ensp00000261622
acetylcholine,9606.ensp00000303211
phenobarbital,9606.ensp00000296526
probenecid,9606.ensp00000355930
clonidine,9606.ensp00000369050
spironolactone,9606.ensp00000305974
atp,9606.ensp00000303960
capecitabine,9606.ensp00000315644
tolterodine,9606.ensp00000409378
prednisone,9606.ensp00000478255
amoxapine,9606.ensp00000308725
sulindac,9606.ensp00000310928
oxazepam,9606.ensp00000335592
clonazepam,9606.ensp00000430100
verapamil,9606.ensp00000368766
loxapine,9606.ensp00000372750
cerivastatin,9606.ensp00000324648
etanercept,9606.ensp00000359663
cabergoline,9606.ensp00000176183
flurbiprofen,9606.ensp00000304845
domperidone,9606.ensp00000360317
disopyramide,9606.ensp00000306490
methylphenobarbital,9606.ensp00000274545
clorazepic acid,9606.ensp00000359337
diclofenac,9606.ensp00000396320
selegiline,9606.ensp00000360372
arsenic trioxide,9606.ensp00000430684
amiodarone,9606.ensp00000222982
cinnarizine,9606.ensp00000306129
butabarbital,9606.ensp00000407546
l-aspartic acid,9606.ensp00000333019
triazolam,9606.ensp00000274545
estradiol,9606.ensp00000337915
imipramine,9606.ensp00000285979
lamotrigine,9606.ensp00000380247
dopamine,9606.ensp00000360372
doxepin,9606.ensp00000342007
methoxyflurane,9606.ensp00000428994
dexamethasone,9606.ensp00000305974
nimodipine,9606.ensp00000242057
imipramine,9606.ensp00000306129
chlorpromazine,9606.ensp00000306490
chloramphenicol,9606.ensp00000222982
isoflurane,9606.ensp00000359353
furosemide,9606.ensp00000367102
estradiol,9606.ensp00000256958
docetaxel,9606.ensp00000480571
piroxicam,9606.ensp00000301891
olanzapine,9606.ensp00000280155
miconazole,9606.ensp00000003100
butobarbital,9606.ensp00000335592
adapalene,9606.ensp00000332296
arsenic trioxide,9606.ensp00000215832
amphetamine,9606.ensp00000340684
estazolam,9606.ensp00000264318
gemtuzumab ozogamicin,9606.ensp00000363770
quinidine,9606.ensp00000263817
etoposide,9606.ensp00000237612
testosterone,9606.ensp00000363822
benzquinamide,9606.ensp00000380247
icosapent,9606.ensp00000459962
chloramphenicol,9606.ensp00000360372
diazepam,9606.ensp00000359337
ketamine,9606.ensp00000316244
amoxapine,9606.ensp00000359337
phenytoin,9606.ensp00000360317
ethanol,9606.ensp00000266376
imipramine,9606.ensp00000372750
pseudoephedrine,9606.ensp00000261707
olanzapine,9606.ensp00000386069
pyridoxal phosphate,9606.ensp00000378408
haloperidol,9606.ensp00000377353
amiodarone,9606.ensp00000342007
cyproheptadine,9606.ensp00000306490
quetiapine,9606.ensp00000255380
etorphine,9606.ensp00000234961
erythromycin,9606.ensp00000263817
mifepristone,9606.ensp00000261196
domperidone,9606.ensp00000478255
clopidogrel,9606.ensp00000337915
sirolimus,9606.ensp00000354558
lisuride,9606.ensp00000354859
nitrendipine,9606.ensp00000288139
isoniazid,9606.ensp00000342007
ondansetron,9606.ensp00000394624
nifedipine,9606.ensp00000256958
ergoloid mesylate,9606.ensp00000406050
dextromethorphan,9606.ensp00000353820
telmisartan,9606.ensp00000263817
quinidine,9606.ensp00000305974
furosemide,9606.ensp00000295897
l-alanine,9606.ensp00000302620
aprobarbital,9606.ensp00000359337
probenecid,9606.ensp00000361666
probenecid,9606.ensp00000333926
felodipine,9606.ensp00000480571
genistein,9606.ensp00000411532
estrone,9606.ensp00000342007
methysergide,9606.ensp00000337949
ribavirin,9606.ensp00000365413
drotrecogin alfa,9606.ensp00000264613
metoclopramide,9606.ensp00000353915
clonidine,9606.ensp00000245407
gemcitabine,9606.ensp00000361608
ephedra sinica root,9606.ensp00000480573
cimetidine,9606.ensp00000200652
simvastatin,9606.ensp00000480571
enflurane,9606.ensp00000421828
fluvoxamine,9606.ensp00000369050
atropine,9606.ensp00000409378
estradiol,9606.ensp00000355920
atorvastatin,9606.ensp00000353731
benzylpenicillin,9606.ensp00000417085
bromazepam,9606.ensp00000410732
procainamide,9606.ensp00000326671
amitriptyline,9606.ensp00000324648
acetaminophen,9606.ensp00000337915
cimetidine,9606.ensp00000360317
sulfasalazine,9606.ensp00000359478
imipramine,9606.ensp00000377353
diethylstilbestrol,9606.ensp00000256958
ergoloid mesylate,9606.ensp00000306129
desflurane,9606.ensp00000308725
clobazam,9606.ensp00000469332
diphenhydramine,9606.ensp00000355920
clonidine,9606.ensp00000342007
etodolac,9606.ensp00000343838
thiopental,9606.ensp00000243167
dopamine,9606.ensp00000245407
halothane,9606.ensp00000262888
diclofenac,9606.ensp00000285979
fexofenadine,9606.ensp00000337335
diazepam,9606.ensp00000481321
diltiazem,9606.ensp00000478255
phenytoin,9606.ensp00000304845
prednisone,9606.ensp00000360372
ibuprofen,9606.ensp00000356438
cefdinir,9606.ensp00000225275
olanzapine,9606.ensp00000373169
clozapine,9606.ensp00000306662
duloxetine,9606.ensp00000261707
minaprine,9606.ensp00000306490
primidone,9606.ensp00000308725
glutethimide,9606.ensp00000367848
albendazole,9606.ensp00000369050
tositumomab,9606.ensp00000363770
celecoxib,9606.ensp00000285379
paroxetine,9606.ensp00000360317
quercetin,9606.ensp00000343925
clofibrate,9606.ensp00000385523
isoniazid,9606.ensp00000360372
nisoldipine,9606.ensp00000320025
zolmitriptan,9606.ensp00000358963
sertraline,9606.ensp00000277010
clarithromycin,9606.ensp00000263817
butobarbital,9606.ensp00000393097
olopatadine,9606.ensp00000291700
sertraline,9606.ensp00000353820
paroxetine,9606.ensp00000437737
ethanol,9606.ensp00000308725
pindolol,9606.ensp00000358301
liothyronine,9606.ensp00000379904
caffeine,9606.ensp00000440689
sulfinpyrazone,9606.ensp00000333926
zidovudine,9606.ensp00000237612
lidocaine,9606.ensp00000259396
atomoxetine,9606.ensp00000270349
chlorpromazine,9606.ensp00000386069
dasatinib,9606.ensp00000350896
buprenorphine,9606.ensp00000360372
midazolam,9606.ensp00000335592
felodipine,9606.ensp00000353820
clopidogrel,9606.ensp00000360317
cabergoline,9606.ensp00000368766
primidone,9606.ensp00000430100
epinephrine,9606.ensp00000367309
azelastine,9606.ensp00000380247
mitoxantrone,9606.ensp00000440689
epinephrine,9606.ensp00000368766
selegiline,9606.ensp00000337915
nefazodone,9606.ensp00000480571
ibuprofen,9606.ensp00000346768
carvedilol,9606.ensp00000354612
sunitinib,9606.ensp00000261937
lisuride,9606.ensp00000176183
efalizumab,9606.ensp00000271450
doxorubicin,9606.ensp00000337915
risperidone,9606.ensp00000373169
rosiglitazone,9606.ensp00000260682
enflurane,9606.ensp00000469332
probenecid,9606.ensp00000245407
omeprazole,9606.ensp00000262623
isradipine,9606.ensp00000320025
bethanidine,9606.ensp00000343782
citalopram,9606.ensp00000380247
estradiol,9606.ensp00000360317
sulindac,9606.ensp00000295897
nicotine,9606.ensp00000440689
isoprenaline,9606.ensp00000358301
ursodeoxycholic acid,9606.ensp00000305974
cocaine,9606.ensp00000261707
apomorphine,9606.ensp00000258400
tamoxifen,9606.ensp00000359478
celecoxib,9606.ensp00000366084
dopamine,9606.ensp00000275300
flurazepam,9606.ensp00000393097
cyclophosphamide,9606.ensp00000336528
